지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),지면온도(°C)
108,2022.3.23 4:00,5.4,,2.2,270,66,1008.6,4.1
108,2022.3.23 5:00,5,,0.7,200,67,1008.5,4.1
108,2022.3.23 6:00,5,,2,250,67,1008.7,4.1
108,2022.3.23 7:00,5,,2.1,270,68,1008.6,4.3
108,2022.3.23 8:00,5.2,,1.5,250,69,1008.4,5.1
108,2022.3.23 9:00,5.6,,2.9,290,68,1008.2,6.5
108,2022.3.23 10:00,6.5,,2.5,180,68,1007.9,9.4
108,2022.3.23 11:00,7.1,,2.9,230,62,1007.9,11.4
108,2022.3.23 12:00,7.1,,3.7,270,46,1007.9,9.9
108,2022.3.23 13:00,6.9,,3.5,250,41,1007.6,8.5
108,2022.3.23 14:00,7.3,,3.6,250,43,1007.1,11.1
108,2022.3.23 15:00,7.5,,2.8,270,43,1006.4,11.7
108,2022.3.23 16:00,7.8,,2.4,250,48,1006.5,11.4
108,2022.3.23 17:00,7.4,,3,250,50,1006.3,9.1
108,2022.3.23 18:00,6.7,,2.9,230,54,1006.2,7
108,2022.3.23 19:00,6.3,,2.9,250,61,1006.2,6.1
108,2022.3.23 20:00,6.3,,2.7,290,61,1006.6,6.1
108,2022.3.23 21:00,6.2,,1.6,250,58,1006.7,5.7
108,2022.3.23 22:00,6.1,,2.4,200,56,1006.6,5.2
108,2022.3.23 23:00,6.1,,2.6,230,54,1007,4.8
108,2022.3.24 0:00,6,,3,200,57,1007,4.5
108,2022.3.24 1:00,6,,2.1,200,59,1007.7,4.9
108,2022.3.24 2:00,5.5,,2.6,200,66,1007.9,3.8
108,2022.3.24 3:00,4.8,,1.2,230,70,1007.3,3.1
108,2022.3.24 4:00,4.4,,1.5,180,76,1007,2.7
108,2022.3.24 5:00,3.9,,1.3,360,78,1007.2,2.6
108,2022.3.24 6:00,4.4,,1.7,20,79,1007.7,4.2
108,2022.3.24 7:00,5,,1.3,140,78,1008.1,4.7
108,2022.3.24 8:00,5.5,,1.7,110,75,1008.3,5.2
108,2022.3.24 9:00,6.1,,2,140,73,1008.9,6.1
108,2022.3.24 10:00,6.6,,1,90,73,1009.6,6.9
108,2022.3.24 11:00,7.3,,1.8,90,71,1009.9,7.7
108,2022.3.24 12:00,7.8,,1.2,110,70,1010.3,8.4
108,2022.3.24 13:00,8.6,,1.1,180,70,1010.1,9.5
108,2022.3.24 14:00,10,,1.1,110,66,1009.2,14.2
108,2022.3.24 15:00,12.4,,2.9,200,63,1009.1,17.7
108,2022.3.24 16:00,12.2,,3.6,200,64,1008,14.6
108,2022.3.24 17:00,12.3,,2.5,180,62,1007.8,12.5
108,2022.3.24 18:00,12.1,,1.9,230,65,1008.4,10.8
108,2022.3.24 19:00,11.1,,2.6,290,69,1009.9,8.9
108,2022.3.24 20:00,10.1,,2.1,270,71,1009.8,7.6
108,2022.3.24 21:00,9.4,,1.1,270,71,1010.1,6.9
108,2022.3.24 22:00,9.1,,1.4,290,74,1010.9,6.6
108,2022.3.24 23:00,8.9,,0.2,0,75,1010.9,6.5
108,2022.3.25 0:00,8.6,,1,270,74,1011,6.2
108,2022.3.25 1:00,8.2,,2.2,50,76,1010,5.8
108,2022.3.25 2:00,7.6,,1.1,70,76,1010.3,4.8
108,2022.3.25 3:00,7.1,,2.2,20,80,1010.6,4.3
108,2022.3.25 4:00,6.7,,1.7,50,81,1009.4,4.2
108,2022.3.25 5:00,6.5,,1.3,50,80,1009.7,4.2
108,2022.3.25 6:00,6.3,,2.1,70,81,1009.8,4
108,2022.3.25 7:00,6.6,,2.5,70,81,1009.6,4.4
108,2022.3.25 8:00,7.8,,2.3,70,78,1009.6,6.7
108,2022.3.25 9:00,9.6,,2.4,50,71,1009.6,11.3
108,2022.3.25 10:00,11.8,,2.3,70,62,1009.4,13.9
108,2022.3.25 11:00,12.7,,3,70,60,1008.1,14.4
108,2022.3.25 12:00,13.9,,2.7,90,54,1007.2,15.7
108,2022.3.25 13:00,15.4,,2.1,70,48,1006.6,17.4
108,2022.3.25 14:00,16.3,,2.5,160,50,1006,15.1
108,2022.3.25 15:00,17,,2,90,51,1004.2,15.4
108,2022.3.25 16:00,17.2,,1.5,90,50,1003.3,14.6
108,2022.3.25 17:00,17.2,,1.4,70,52,1002.5,14.2
108,2022.3.25 18:00,17.1,,2.6,110,52,1001.6,12.5
108,2022.3.25 19:00,16.4,,2.8,50,54,1001.6,11.4
108,2022.3.25 20:00,15.4,,3.6,70,62,1000.8,10.8
108,2022.3.25 21:00,13,2.6,4.4,50,74,1000.2,10.3
108,2022.3.25 22:00,11.7,,4.3,70,90,998.3,10.2
108,2022.3.25 23:00,11.4,,5.4,50,95,995.2,10.2
108,2022.3.26 0:00,11.6,8.3,4.6,70,97,993,10.4
108,2022.3.26 1:00,11.9,,4,50,98,991.1,10.7
108,2022.3.26 2:00,12.1,,3.3,50,98,989.8,10.8
108,2022.3.26 3:00,12.4,6.7,3,70,98,987.9,11
108,2022.3.26 4:00,12.5,,2.8,70,99,986.3,11.1
108,2022.3.26 5:00,12.5,,1.6,50,100,985.3,11.2
108,2022.3.26 6:00,12.7,9.9,0.9,320,99,985,11.2
108,2022.3.26 7:00,12.6,,5.1,230,95,985.2,11.3
108,2022.3.26 8:00,10.6,,5,230,96,986.6,10.4
108,2022.3.26 9:00,9.7,2,2.6,230,96,986.9,10.3
108,2022.3.26 10:00,9.5,,3.4,250,98,989,10.9
108,2022.3.26 11:00,10.1,,2.4,290,91,988.3,15.9
108,2022.3.26 12:00,10.7,1.2,3.2,290,89,990.5,14.6
108,2022.3.26 13:00,10.6,,2.4,270,92,991.5,14.2
108,2022.3.26 14:00,11.4,,2.6,270,89,991.7,14.8
108,2022.3.26 15:00,12.9,0,2.6,270,83,992.3,17.9
108,2022.3.26 16:00,13.7,,1.8,250,78,993.6,15.2
108,2022.3.26 17:00,14.5,,3.5,250,69,994.1,14.5
108,2022.3.26 18:00,14.4,,3.6,270,66,995,12.3
108,2022.3.26 19:00,12.9,,3.4,250,73,995.8,10.7
108,2022.3.26 20:00,12.1,,3.4,250,72,997.2,9.7
108,2022.3.26 21:00,11.6,,2.9,250,57,998.3,8.6
108,2022.3.26 22:00,10.5,,1.2,200,55,999.4,7.6
108,2022.3.26 23:00,10.1,,2.4,230,58,1000.7,7.1
108,2022.3.27 0:00,9.6,,1.8,250,59,1001.2,6.5
108,2022.3.27 1:00,8.7,,1.9,250,58,1001.8,5.9
108,2022.3.27 2:00,7.9,,1.1,230,64,1002.1,5.2
108,2022.3.27 3:00,7.1,,1.5,250,67,1002.3,4.6
108,2022.3.27 4:00,6.4,,1,230,71,1002.3,4
108,2022.3.27 5:00,5.9,,1.6,230,74,1002.6,3.8
108,2022.3.27 6:00,5.8,,2.5,250,73,1003.1,3.8
108,2022.3.27 7:00,5.4,,2.6,200,79,1003.4,4
108,2022.3.27 8:00,6,,2.3,200,76,1003.4,5.5
108,2022.3.27 9:00,7.8,,3.4,230,71,1003.8,12.1
108,2022.3.27 10:00,9.5,,3.2,230,65,1004.1,16.8
108,2022.3.27 11:00,10.5,,3.5,290,48,1004.3,18.7
108,2022.3.27 12:00,11,,4.6,320,46,1003.9,21.1
108,2022.3.27 13:00,11.7,,5.1,270,46,1004.2,22.9
108,2022.3.27 14:00,12,,6.3,290,42,1003.6,22.8
108,2022.3.27 15:00,12.1,,4.7,290,35,1003.5,21.9
108,2022.3.27 16:00,11.7,,4.9,290,29,1004.1,18.2
108,2022.3.27 17:00,9.7,,7,320,23,1004.7,11.1
108,2022.3.27 18:00,9,,5.1,290,29,1005.7,8.1
108,2022.3.27 19:00,7.7,,2.6,270,33,1007,6.3
108,2022.3.27 20:00,7,,3,270,34,1008.9,5.2
108,2022.3.27 21:00,6.5,,2.5,290,34,1010.3,4.4
108,2022.3.27 22:00,5.7,,1.4,290,34,1011.2,3.8
108,2022.3.27 23:00,5.4,,2.2,290,37,1011.5,3.1
108,2022.3.28 0:00,5.1,,2.4,320,38,1011.9,2.7
108,2022.3.28 1:00,5,,4,320,42,1012.3,2.3
108,2022.3.28 2:00,4.4,,1.9,290,45,1012.7,2
108,2022.3.28 3:00,3.9,,2.9,290,46,1012.9,1.6
108,2022.3.28 4:00,3,,0.6,320,48,1013.2,1.1
108,2022.3.28 5:00,2.3,,0.7,50,48,1013.8,0.6
108,2022.3.28 6:00,1.7,,1.2,50,52,1014.3,0.6
108,2022.3.28 7:00,1.6,,1.9,340,51,1015.2,0.6
108,2022.3.28 8:00,3.4,,1.9,20,53,1016.2,2
108,2022.3.28 9:00,6.5,,1.9,50,42,1016.7,11.4
108,2022.3.28 10:00,9,,2.1,110,30,1016.9,16.4
108,2022.3.28 11:00,11.3,,1.5,70,24,1016.5,21.4
108,2022.3.28 12:00,12.1,,3.6,180,22,1016.3,23.6
108,2022.3.28 13:00,13.3,,2.1,140,17,1015.6,24.7
108,2022.3.28 14:00,14,,2.6,230,19,1015,24.9
108,2022.3.28 15:00,14.7,,2.5,230,17,1014.2,23.1
108,2022.3.28 16:00,15.1,,2.2,230,19,1013.7,20.5
108,2022.3.28 17:00,13.9,,2.9,290,21,1013.8,14
108,2022.3.28 18:00,12.7,,3.7,270,29,1014.3,10.4
108,2022.3.28 19:00,10.8,,3.7,270,36,1014.8,8.2
108,2022.3.28 20:00,9.3,,2.3,270,34,1015.4,6.7
108,2022.3.28 21:00,8.2,,1.6,200,39,1016.1,5.7
108,2022.3.28 22:00,7.5,,2,250,40,1016.5,5
108,2022.3.28 23:00,6.9,,2.2,290,35,1016.6,4.4
108,2022.3.29 0:00,5.7,,0.1,0,38,1016.4,3.4
108,2022.3.29 1:00,5.2,,0,0,44,1016.5,3.2
108,2022.3.29 2:00,4.5,,1,250,47,1016.2,2.8
108,2022.3.29 3:00,4.3,,0.9,70,50,1015.2,2.5
108,2022.3.29 4:00,3.8,,1.9,50,50,1014.9,2.3
108,2022.3.29 5:00,3.5,,2.3,20,55,1015,1.9
108,2022.3.29 6:00,3.3,,2,50,58,1015.3,1.8
108,2022.3.29 7:00,3.5,,1.1,50,61,1016.1,2.2
108,2022.3.29 8:00,5.1,,2.5,50,56,1016.4,4.2
108,2022.3.29 9:00,8,,1.9,50,49,1016.3,12.2
108,2022.3.29 10:00,10.8,,2.9,180,47,1015.9,17.5
108,2022.3.29 11:00,12.5,,3.3,200,49,1015.6,21.7
108,2022.3.29 12:00,13.9,,2.9,250,42,1014.9,24.1
108,2022.3.29 13:00,14.4,,3.7,290,41,1014.5,25.5
108,2022.3.29 14:00,15.2,,3.8,250,41,1014.2,24.7
108,2022.3.29 15:00,14.8,,3.7,290,44,1013.5,23.5
108,2022.3.29 16:00,15.3,,3.3,270,37,1012.9,20.9
108,2022.3.29 17:00,14.9,,3.5,250,44,1012.4,15.5
108,2022.3.29 18:00,13.9,,2.7,270,48,1012.1,12.5
108,2022.3.29 19:00,12.4,,2.1,290,54,1012.1,10.2
108,2022.3.29 20:00,11.1,,2.2,270,60,1011.7,8.9
108,2022.3.29 21:00,10.5,,1.7,270,62,1012,8.1
108,2022.3.29 22:00,10,,1.3,290,64,1012.2,7.5
108,2022.3.29 23:00,9.4,,0.6,320,65,1012,6.7
108,2022.3.30 0:00,8.9,,0.8,270,70,1012.1,6.4
108,2022.3.30 1:00,8.5,,1,320,73,1011.9,5.9
108,2022.3.30 2:00,7.9,,0.9,340,76,1012,5.5
108,2022.3.30 3:00,7.4,,1.1,20,77,1012.2,5.1
108,2022.3.30 4:00,7,,2.3,20,77,1011.7,4.8
108,2022.3.30 5:00,6.5,,2.5,20,80,1011.4,4.4
108,2022.3.30 6:00,6,,2.3,20,81,1011.1,4.2
108,2022.3.30 7:00,6.1,,1.6,50,83,1011.6,4.6
108,2022.3.30 8:00,8.2,,2.3,50,78,1011.6,7.8
108,2022.3.30 9:00,9.7,,2,50,70,1012,10.2
108,2022.3.30 10:00,12.1,,3.4,50,62,1011.1,14.9
108,2022.3.30 11:00,13.8,,2,90,56,1010.9,18.7
108,2022.3.30 12:00,15.5,,2.3,70,51,1009.7,18.1
108,2022.3.30 13:00,15.1,,0.7,70,54,1009.5,14.9
108,2022.3.30 14:00,13.4,,2.5,180,73,1009.5,13.4
108,2022.3.30 15:00,12.9,0.4,2.3,290,80,1009.1,13.2
108,2022.3.30 16:00,12.7,,1.6,50,83,1007.9,13.2
108,2022.3.30 17:00,12.7,,2.6,50,81,1007.3,12.4
108,2022.3.30 18:00,12.4,0,1.3,360,80,1008.2,11.7
108,2022.3.30 19:00,12.4,,1.7,290,86,1008.4,11.2
108,2022.3.30 20:00,11.9,,1.7,270,85,1008.7,10.5
108,2022.3.30 21:00,11.6,,1,320,86,1009.3,10.3
108,2022.3.30 22:00,11.3,,2.5,320,88,1009.8,10.3
108,2022.3.30 23:00,11.1,,2.7,320,88,1010.2,10
108,2022.3.31 0:00,10.6,,2.1,290,87,1010.5,9.3
108,2022.3.31 1:00,10.2,,1.9,250,88,1010.4,9.4
108,2022.3.31 2:00,10.1,,2.4,290,89,1010.5,9.3
108,2022.3.31 3:00,9.7,,1.7,270,88,1010.3,9.1
108,2022.3.31 4:00,9.3,,2.7,290,87,1010.7,8.7
108,2022.3.31 5:00,9,,2.9,290,84,1011.2,8.4
108,2022.3.31 6:00,8.8,,3.2,290,81,1011.9,8.1
108,2022.3.31 7:00,8.5,,0.4,0,82,1012.5,7.9
108,2022.3.31 8:00,9,,0.8,160,81,1013.2,9.9
108,2022.3.31 9:00,9.9,,1.9,320,73,1013.6,11.2
108,2022.3.31 10:00,10.9,,1.3,50,69,1013.9,14.7
108,2022.3.31 11:00,12.3,,1,50,63,1013.6,16.9
108,2022.3.31 12:00,13.1,,1.8,250,59,1013.3,18.5
108,2022.3.31 13:00,13.6,,2.6,290,55,1013,17.6
108,2022.3.31 14:00,14.1,,4.2,320,53,1012.3,19.7
108,2022.3.31 15:00,14.4,,4.1,270,48,1012,19.5
108,2022.3.31 16:00,14.4,,4.1,290,47,1012,18.9
108,2022.3.31 17:00,13.9,,3.4,320,45,1012.7,15.1
108,2022.3.31 18:00,13.2,,4.3,340,45,1013.1,12.4
108,2022.3.31 19:00,12.3,,2.9,340,47,1013.4,10
108,2022.3.31 20:00,11.6,,2.7,340,48,1014.6,8.9
108,2022.3.31 21:00,10.5,,3.5,320,51,1015.4,7.8
108,2022.3.31 22:00,9.3,,1.9,50,58,1016.4,7.3
108,2022.3.31 23:00,8.4,,1.2,360,61,1016.9,6.7
108,2022.4.1 0:00,7.6,,0.9,50,63,1017.4,5.9
108,2022.4.1 1:00,7.1,,2.3,50,66,1017.7,5.4
108,2022.4.1 2:00,6.4,,2.6,20,69,1017.6,5
108,2022.4.1 3:00,5.9,,2,50,71,1017.8,4.5
108,2022.4.1 4:00,5.5,,2.1,50,72,1018.1,4.2
108,2022.4.1 5:00,5,,2.3,50,76,1018.2,3.8
108,2022.4.1 6:00,4.7,,2.4,50,77,1018.5,3.5
108,2022.4.1 7:00,4.7,,1.7,70,76,1019.1,3.9
108,2022.4.1 8:00,6.5,,2.6,50,70,1019.7,6
108,2022.4.1 9:00,8.5,,2.7,50,60,1020.2,14.2
108,2022.4.1 10:00,10.7,,2.7,70,49,1020.2,19.6
108,2022.4.1 11:00,11.9,,2.4,20,46,1019.9,23.7
108,2022.4.1 12:00,13.2,,1.6,160,38,1019.1,22.2
108,2022.4.1 13:00,13.2,,2.5,290,35,1018.4,21.6
108,2022.4.1 14:00,14.7,,3.3,230,29,1017.7,25.6
108,2022.4.1 15:00,14.6,,2.9,250,31,1017.2,23.4
108,2022.4.1 16:00,14.2,,3.5,250,37,1016.8,20.7
108,2022.4.1 17:00,13.9,,2.9,250,33,1016.3,15.2
108,2022.4.1 18:00,12.4,,4,270,32,1016.4,11.3
108,2022.4.1 19:00,9.9,,4,270,43,1017,8.8
108,2022.4.1 20:00,8.7,,3.5,250,45,1017.7,7.5
108,2022.4.1 21:00,8.1,,2.5,250,43,1017.8,6.6
108,2022.4.1 22:00,7.5,,2.3,250,42,1017.9,6
108,2022.4.1 23:00,7.3,,2,290,41,1017.9,5.3
108,2022.4.2 0:00,6.2,,1.8,250,52,1017.9,4.7
108,2022.4.2 1:00,5.7,,0.6,290,58,1018,4.2
108,2022.4.2 2:00,4.9,,1.4,270,63,1017.9,3.8
108,2022.4.2 3:00,4.4,,1.2,290,66,1017.5,3.4
108,2022.4.2 4:00,4.2,,0.8,270,69,1017.3,2.9
108,2022.4.2 5:00,4.1,,1.7,270,75,1017.2,2.8
108,2022.4.2 6:00,4,,1.7,250,81,1017.3,2.8
108,2022.4.2 7:00,4,,1.2,290,83,1017.8,3.2
108,2022.4.2 8:00,5.3,,1.5,110,77,1018,5.6
108,2022.4.2 9:00,7.2,,1.7,230,68,1018.1,13.6
108,2022.4.2 10:00,9.5,,1.6,180,55,1018,18.9
108,2022.4.2 11:00,11,,2.7,180,42,1017.9,22.4
108,2022.4.2 12:00,12.5,,2.2,230,33,1017,25
108,2022.4.2 13:00,13.2,,3,200,29,1016.3,26
108,2022.4.2 14:00,14,,3.6,230,36,1015.4,24.7
108,2022.4.2 15:00,13.7,,4.8,250,36,1015,22.9
108,2022.4.2 16:00,12.9,,4.4,290,39,1014.9,20
108,2022.4.2 17:00,12.1,,3.9,250,34,1015,14.5
108,2022.4.2 18:00,11,,3.2,290,31,1015.3,11
108,2022.4.2 19:00,9.1,,4.5,270,34,1015.6,8.4
108,2022.4.2 20:00,8.1,,3.1,270,50,1015.9,7.2
108,2022.4.2 21:00,7.3,,2.2,270,56,1016.5,6.5
108,2022.4.2 22:00,6.8,,1.8,270,60,1016.8,5.9
108,2022.4.2 23:00,6.3,,1.6,320,64,1017,5.4
108,2022.4.3 0:00,5.7,,1.6,270,69,1017.2,4.9
108,2022.4.3 1:00,5.3,,0.8,270,69,1017.2,4.3
108,2022.4.3 2:00,4.7,,1.5,250,72,1017.1,4
108,2022.4.3 3:00,4.7,,1.1,270,76,1017,3.6
108,2022.4.3 4:00,4.5,,1.3,290,80,1017,3.2
108,2022.4.3 5:00,4,,0.5,50,82,1017,2.9
108,2022.4.3 6:00,3.8,,0.7,360,82,1017.4,2.6
108,2022.4.3 7:00,3.6,,1,340,74,1018,3
108,2022.4.3 8:00,5.1,,1.8,20,70,1018.4,5.9
108,2022.4.3 9:00,7.4,,0.7,160,61,1018.5,13.8
108,2022.4.3 10:00,10,,1.1,110,52,1018.7,19.1
108,2022.4.3 11:00,12.4,,1.9,180,48,1018.7,22.9
108,2022.4.3 12:00,13.5,,3.6,200,35,1018.2,24.9
108,2022.4.3 13:00,15.4,,2.9,270,33,1017.5,27.1
108,2022.4.3 14:00,16,,3.8,180,28,1016.7,26.1
108,2022.4.3 15:00,16.3,,3.8,180,25,1015.9,24.9
108,2022.4.3 16:00,16.8,,3.1,270,29,1015.5,22.2
108,2022.4.3 17:00,16,,3.6,250,33,1015.5,16.6
108,2022.4.3 18:00,14.5,,3.5,270,33,1015.8,12.8
108,2022.4.3 19:00,11.7,,3.6,270,45,1016.3,10.2
108,2022.4.3 20:00,10,,3.3,250,56,1017.1,8.7
108,2022.4.3 21:00,9.1,,2.8,250,61,1017.7,7.9
108,2022.4.3 22:00,8.4,,1.9,270,65,1017.8,7.2
108,2022.4.3 23:00,7.8,,1,270,64,1017.9,6.6
108,2022.4.4 0:00,7.3,,1.3,270,67,1018,6
108,2022.4.4 1:00,7,,1.2,290,71,1017.9,5.6
108,2022.4.4 2:00,6.4,,2.1,270,73,1017.8,5.1
108,2022.4.4 3:00,6,,1.9,270,75,1017.9,4.9
108,2022.4.4 4:00,5.7,,2.6,250,76,1018.1,4.6
108,2022.4.4 5:00,5.5,,1.5,270,77,1018.1,4.2
108,2022.4.4 6:00,5.4,,0.7,270,81,1018.4,3.7
108,2022.4.4 7:00,5.2,,0.6,360,82,1018.9,4.3
108,2022.4.4 8:00,7,,1.3,50,77,1018.9,7.5
108,2022.4.4 9:00,9.6,,0.8,90,65,1018.7,14.8
108,2022.4.4 10:00,11.9,,2,200,52,1018.6,19.8
108,2022.4.4 11:00,13.8,,2.2,230,38,1018.7,24.4
108,2022.4.4 12:00,15.2,,3,200,32,1018.1,26.5
108,2022.4.4 13:00,16.3,,3.5,200,26,1017.5,27.9
108,2022.4.4 14:00,16.2,,4,250,30,1017.2,27.4
108,2022.4.4 15:00,16.2,,3.6,270,28,1016.8,26.2
108,2022.4.4 16:00,15.7,,3.9,270,31,1016.2,22.8
108,2022.4.4 17:00,15,,3.7,250,30,1015.9,16.7
108,2022.4.4 18:00,13.5,,3.3,270,35,1015.6,12.9
108,2022.4.4 19:00,11.5,,3.6,270,33,1015.6,10
108,2022.4.4 20:00,10.2,,2.3,290,39,1015.6,8.6
108,2022.4.4 21:00,9.4,,2,270,37,1015.8,7.6
108,2022.4.4 22:00,8.3,,1.4,270,39,1015.5,6.7
108,2022.4.4 23:00,7.3,,1.4,250,45,1015.6,5.9
108,2022.4.5 0:00,7.1,,1.7,270,49,1016,5.4
108,2022.4.5 1:00,6.5,,1.2,320,49,1015.4,4.7
108,2022.4.5 2:00,6.2,,0.2,0,49,1014.6,4.2
108,2022.4.5 3:00,5.6,,1.3,270,52,1014.1,3.8
108,2022.4.5 4:00,5.6,,1.2,270,56,1013.8,3.5
108,2022.4.5 5:00,5.4,,1.2,290,60,1013.5,3.4
108,2022.4.5 6:00,5,,0.5,180,60,1014.1,3.1
108,2022.4.5 7:00,5.3,,1.3,20,62,1014.2,4.1
108,2022.4.5 8:00,6.4,,2.5,20,60,1013.9,7.1
108,2022.4.5 9:00,8.8,,2.4,20,53,1013.3,13
108,2022.4.5 10:00,11.1,,1.7,180,39,1012.9,17.6
108,2022.4.5 11:00,13.1,,2.2,180,33,1012.5,21.2
108,2022.4.5 12:00,14.1,,4.1,200,31,1011.9,23.1
108,2022.4.5 13:00,15.2,,3.9,200,29,1011.3,24.9
108,2022.4.5 14:00,15.5,,3.3,250,27,1010.7,25.2
108,2022.4.5 15:00,15.2,,4.4,270,27,1010.2,23.6
108,2022.4.5 16:00,15.2,,3.6,230,28,1009.3,20.2
108,2022.4.5 17:00,14.6,,3.4,250,26,1009.5,16.1
108,2022.4.5 18:00,13.3,,2.7,270,26,1009.5,13.1
108,2022.4.5 19:00,11.7,,3,270,27,1009.9,10.2
108,2022.4.5 20:00,11.4,,2.3,270,29,1010,10.4
108,2022.4.5 21:00,10.7,,2.5,250,32,1010.5,8.8
108,2022.4.5 22:00,9.8,,1.7,270,38,1011,7.9
108,2022.4.5 23:00,9.5,,2.5,270,44,1011.2,7.8
108,2022.4.6 0:00,9.4,,2.3,270,48,1011.3,7.8
108,2022.4.6 1:00,9.1,,2.8,270,55,1011.8,7.7
108,2022.4.6 2:00,8.9,,2.2,270,64,1011.6,7.8
108,2022.4.6 3:00,8.9,,2,270,69,1011.4,8.3
108,2022.4.6 4:00,8.8,,1.5,270,70,1011.2,8.2
108,2022.4.6 5:00,8.6,,2.1,270,77,1011.3,8
108,2022.4.6 6:00,8,,1.8,270,79,1011.7,6.7
108,2022.4.6 7:00,8.2,,2.2,270,81,1012.1,7.7
108,2022.4.6 8:00,8.8,,2.1,270,78,1012.7,9.7
108,2022.4.6 9:00,9.5,,1.3,270,73,1012.5,12.8
108,2022.4.6 10:00,11.7,,1.9,270,60,1012.4,21.1
108,2022.4.6 11:00,13.6,,2.4,200,57,1012.6,24.8
108,2022.4.6 12:00,14.4,,2.4,250,45,1011.8,28
108,2022.4.6 13:00,15.8,,2.8,270,32,1011.4,29.2
108,2022.4.6 14:00,16.2,,4,250,21,1010.6,26.5
108,2022.4.6 15:00,16.5,,2.9,270,27,1009.9,24.4
108,2022.4.6 16:00,16.8,,3.5,250,29,1009.2,22.8
108,2022.4.6 17:00,16.1,,3.8,230,29,1008.8,18
108,2022.4.6 18:00,14.8,,3.6,270,35,1008.7,14.2
108,2022.4.6 19:00,13,,2.8,270,41,1008.8,11.7
108,2022.4.6 20:00,11.9,,2.7,270,42,1009,10.4
108,2022.4.6 21:00,11.3,,1.5,230,44,1009.2,9.6
108,2022.4.6 22:00,10.7,,1.6,270,47,1009.3,9
108,2022.4.6 23:00,10.2,,1.3,250,45,1009,8.8
108,2022.4.7 0:00,10.3,,2.3,290,46,1009,9.2
108,2022.4.7 1:00,10.8,,2.2,320,45,1008.4,9.3
108,2022.4.7 2:00,10.4,,2.7,290,43,1008.3,9
108,2022.4.7 3:00,10,,3.4,320,43,1008,8.7
108,2022.4.7 4:00,9.6,,2.2,250,43,1007.7,8.6
108,2022.4.7 5:00,9.3,,2.1,270,47,1007.3,8.5
108,2022.4.7 6:00,9,,2.5,270,52,1007.2,8.3
108,2022.4.7 7:00,8.8,,2.5,270,54,1007.4,8.4
108,2022.4.7 8:00,9.1,,2.9,290,53,1007.7,10.1
108,2022.4.7 9:00,10.2,,2.3,250,47,1007.6,15.4
108,2022.4.7 10:00,12.3,,3,250,39,1007.4,21.7
108,2022.4.7 11:00,13.9,,3.5,270,35,1007.2,26.8
108,2022.4.7 12:00,14.8,,4.7,270,30,1006.7,29.2
108,2022.4.7 13:00,15.1,,5.2,230,31,1006.1,30.1
108,2022.4.7 14:00,14.8,,4.6,250,32,1005.8,30.1
108,2022.4.7 15:00,14.8,,4.6,250,32,1005.4,27.7
108,2022.4.7 16:00,14.2,,5.5,230,33,1005.5,24
108,2022.4.7 17:00,13,,4.5,250,25,1006.2,17.4
108,2022.4.7 18:00,12.2,,3.3,230,22,1006.7,13.5
108,2022.4.7 19:00,10.5,,5.2,250,31,1007.4,10.9
108,2022.4.7 20:00,9.4,,3.5,270,50,1008.3,9.6
108,2022.4.7 21:00,8.8,,2.9,250,55,1008.7,8.7
108,2022.4.7 22:00,8.3,,3.6,250,61,1009.4,8.1
108,2022.4.7 23:00,7.8,,1.4,270,63,1009.7,7.4
108,2022.4.8 0:00,7.4,,1.3,270,67,1009.8,7
108,2022.4.8 1:00,7.2,,1.3,270,70,1009.9,6.5
108,2022.4.8 2:00,6.6,,0.8,50,72,1010,6
108,2022.4.8 3:00,6.3,,0.9,140,74,1010,5.6
108,2022.4.8 4:00,5.9,,0.9,50,79,1010.2,5.3
108,2022.4.8 5:00,5.6,,1.6,20,78,1010.2,5
108,2022.4.8 6:00,5.3,,2,360,79,1010.7,4.7
108,2022.4.8 7:00,5.4,,2.6,50,77,1010.8,5.4
108,2022.4.8 8:00,7.7,,2.3,70,69,1011,9.4
108,2022.4.8 9:00,10.2,,2,70,60,1011.4,16.6
108,2022.4.8 10:00,12.4,,0.6,180,52,1011.4,22.5
108,2022.4.8 11:00,14.6,,2,180,42,1011.1,27.4
108,2022.4.8 12:00,16.4,,2.7,160,35,1010.3,31
108,2022.4.8 13:00,17.9,,2.7,200,30,1009.4,32.8
108,2022.4.8 14:00,19.2,,3.3,200,27,1008.3,33
108,2022.4.8 15:00,19.6,,3.4,180,29,1007.2,31.1
108,2022.4.8 16:00,19.5,,4.2,200,30,1006.4,27.3
108,2022.4.8 17:00,19.4,,3.9,200,33,1006,21.1
108,2022.4.8 18:00,18.4,,3.4,200,31,1005.9,17
108,2022.4.8 19:00,16.9,,2.2,250,33,1005.9,14.1
108,2022.4.8 20:00,15.4,,2,270,35,1006,12.3
108,2022.4.8 21:00,14.2,,1.7,250,40,1006.6,10.9
108,2022.4.8 22:00,13.5,,1.1,250,43,1006.4,10
108,2022.4.8 23:00,13.5,,1.8,230,42,1005.9,9.9
108,2022.4.9 0:00,12.9,,0.5,180,44,1005.6,9.3
108,2022.4.9 1:00,12.9,,1.7,200,41,1005.3,9.4
108,2022.4.9 2:00,12.8,,1.7,360,43,1005.1,9.4
108,2022.4.9 3:00,13.2,,0.8,160,41,1004.8,9.7
